"Ticker","Name","Volume","Prev_Close","Open","Close","Change_pct","Trade_Date"
"ABJC","SERVAIR ABIDJAN  COTE D'IVOIRE",2653,3250,3400,3305,-4.2,2026-04-17
"BICB","BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN",5498,5110,5145,5110,0,2026-04-17
"BICC","BICI COTE D'IVOIRE",251,23705,23500,23705,0.87,2026-04-17
"BNBC","BERNABE COTE D'IVOIRE",422,1505,1565,1505,-3.83,2026-04-17
"BOAB","BANK OF AFRICA BENIN",2834,7985,8000,7985,0,2026-04-17
"BOABF","BANK OF AFRICA BURKINA FASO",3817,5630,5650,5630,0,2026-04-17
"BOAC","BANK OF AFRICA COTE D'IVOIRE",11645,8595,8450,8600,2.38,2026-04-17
"BOAM","BANK OF AFRICA MALI",3562,4650,4650,4700,1.08,2026-04-17
"BOAN","BANK OF AFRICA NIGER",32890,3195,3000,3200,6.67,2026-04-17
"BOAS","BANK OF AFRICA SENEGAL",5682,6750,6750,6795,0.67,2026-04-17
"CABC","SICABLE COTE D'IVOIRE",1473,3880,3880,3805,-1.93,2026-04-17
"CBIBF","CORIS BANK INTERNATIONAL BURKINA FASO",280,17000,16600,16805,1.85,2026-04-17
"CFAC","CFAO MOTORS COTE D'IVOIRE",3325,1550,1550,1545,-0.32,2026-04-17
"CIEC","CIE COTE D'IVOIRE",2843,3100,3105,3100,0,2026-04-17
"ECOC","ECOBANK COTE D'IVOIRE",526,16200,16400,16250,3.44,2026-04-17
"ETIT","Ecobank Transnational Incorporated TOGO",3753668,26,26,26,-7.14,2026-04-17
"FTSC","FILTISAC COTE D'IVOIRE",2628,2200,2180,2200,0.92,2026-04-17
"LNBB","LOTERIE NATIONALE DU BENIN",2521,3940,3855,3930,1.81,2026-04-17
"NEIC","NEI-CEDA COTE D'IVOIRE",818,1370,1375,1370,-0.72,2026-04-17
"NSBC","NSIA BANQUE COTE D'IVOIRE",1231,14195,14170,14050,-1.02,2026-04-17
"NTLC","NESTLE COTE D'IVOIRE",638,11800,11800,12000,1.69,2026-04-17
"ONTBF","ONATEL BURKINA FASO",1689,2720,2720,2720,0,2026-04-17
"ORAC","ORANGE COTE D'IVOIRE",1951,15000,15175,14700,-2,2026-04-17
"ORGT","ORAGROUP TOGO",4358,3340,3400,3360,-1.47,2026-04-17
"PALC","PALM COTE D'IVOIRE",641,8125,8100,8100,0,2026-04-17
"PRSC","TRACTAFRIC MOTORS COTE D'IVOIRE",858,4995,4995,4900,-1.9,2026-04-17
"SAFC","SAFCA COTE D'IVOIRE",3728,5425,5425,5425,-7.42,2026-04-17
"SCRC","SUCRIVOIRE COTE D'IVOIRE",13375,2000,1995,2040,-0.49,2026-04-17
"SDCC","SODE COTE D'IVOIRE",139,7140,7140,7140,0,2026-04-17
"SDSC","AFRICA GLOBAL LOGISTICS COTE D'IVOIRE",6094,1800,1820,1785,-2.99,2026-04-17
"SEMC","EVIOSYS PACKAGING SIEM COTE D'IVOIRE",11636,1620,1620,1625,-7.14,2026-04-17
"SGBC","SOCIETE GENERALE COTE D'IVOIRE",36854,33000,35475,33000,0,2026-04-17
"SHEC","VIVO ENERGY COTE D'IVOIRE",4722,1885,1990,1890,-5.03,2026-04-17
"SIBC","SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE",7038,7000,7005,7020,0.29,2026-04-17
"SICC","SICOR COTE D'IVOIRE",58,4220,3935,4220,7.38,2026-04-17
"SIVC","ERIUM COTE D’IVOIRE",3270,2740,2750,2700,-3.57,2026-04-17
"SLBC","SOLIBRA COTE D'IVOIRE",73,39985,39895,39800,-0.46,2026-04-17
"SMBC","SMB COTE D'IVOIRE",339,11535,11600,11535,0,2026-04-17
"SNTS","SONATEL SENEGAL",1367,28495,28495,28495,3.62,2026-04-17
"SOGC","SOGB COTE D'IVOIRE",295,7920,7920,7870,-0.63,2026-04-17
"SPHC","SAPH COTE D'IVOIRE",520,7300,7150,7300,4.66,2026-04-17
"STAC","SETAO COTE D'IVOIRE",4278,2755,2950,2755,-6.61,2026-04-17
"STBC","SITAB COTE D'IVOIRE",734,20500,20000,20500,2.24,2026-04-17
"TTLC","TOTALENERGIES MARKETING COTE D'IVOIRE",885,2795,2795,2795,0,2026-04-17
"TTLS","TOTALENERGIES MARKETING SENEGAL",3925,3280,3280,3280,0,2026-04-17
"UNLC","UNILEVER COTE D'IVOIRE",37,57500,57500,57500,0,2026-04-17
"UNXC","UNIWAX COTE D'IVOIRE",6800,1870,1860,1875,0.27,2026-04-17
