"Ticker","Name","Volume","Prev_Close","Open","Close","Change_pct","Trade_Date"
"ABJC","SERVAIR ABIDJAN  COTE D'IVOIRE",1572,2850,2850,2845,-0.18,2026-05-18
"BICB","BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN",3639,5200,5100,5105,-1.83,2026-05-18
"BICC","BICI COTE D'IVOIRE",953,26450,26450,26450,0,2026-05-18
"BNBC","BERNABE COTE D'IVOIRE",1312,1545,1580,1545,0,2026-05-18
"BOAB","BANK OF AFRICA BENIN",4370,9400,9400,9400,0,2026-05-18
"BOABF","BANK OF AFRICA BURKINA FASO",1662,5400,5400,5400,0,2026-05-18
"BOAC","BANK OF AFRICA COTE D'IVOIRE",11322,8630,8630,8655,0.29,2026-05-18
"BOAM","BANK OF AFRICA MALI",7503,4690,4690,4690,0,2026-05-18
"BOAN","BANK OF AFRICA NIGER",6300,3445,3450,3490,1.31,2026-05-18
"BOAS","BANK OF AFRICA SENEGAL",17111,7595,7590,7700,1.38,2026-05-18
"CABC","SICABLE COTE D'IVOIRE",670,3415,3495,3470,-0.72,2026-05-18
"CBIBF","CORIS BANK INTERNATIONAL BURKINA FASO",761,20250,20000,20500,2.99,2026-05-18
"CFAC","CFAO MOTORS COTE D'IVOIRE",2975,1500,1575,1500,-3.54,2026-05-18
"CIEC","CIE COTE D'IVOIRE",10180,3290,3295,3330,1.22,2026-05-18
"ECOC","ECOBANK COTE D'IVOIRE",2107,16300,16200,16300,0,2026-05-18
"ETIT","Ecobank Transnational Incorporated TOGO",926325,30,29,30,3.45,2026-05-18
"FTSC","FILTISAC COTE D'IVOIRE",8299,2360,2295,2360,4.89,2026-05-18
"LNBB","LOTERIE NATIONALE DU BENIN",87,3900,3900,3890,-0.26,2026-05-18
"NEIC","NEI-CEDA COTE D'IVOIRE",1369,1920,1945,1940,1.04,2026-05-18
"NSBC","NSIA BANQUE COTE D'IVOIRE",4875,15475,15100,15650,4.33,2026-05-18
"NTLC","NESTLE COTE D'IVOIRE",686,11750,11750,11950,1.7,2026-05-18
"ONTBF","ONATEL BURKINA FASO",1183,2795,2800,2800,0.18,2026-05-18
"ORAC","ORANGE COTE D'IVOIRE",3521,15600,15050,15600,2.97,2026-05-18
"ORGT","ORAGROUP TOGO",13526,2500,2440,2495,2.46,2026-05-18
"PALC","PALM COTE D'IVOIRE",1652,7550,7700,7700,0,2026-05-18
"PRSC","TRACTAFRIC MOTORS COTE D'IVOIRE",986,3620,3695,3620,-2.03,2026-05-18
"SAFC","SAFCA COTE D'IVOIRE",5043,4000,3990,4000,0.25,2026-05-18
"SCRC","SUCRIVOIRE COTE D'IVOIRE",14016,2400,2535,2380,-6.67,2026-05-18
"SDCC","SODE COTE D'IVOIRE",454,10640,10640,10640,7.47,2026-05-18
"SDSC","AFRICA GLOBAL LOGISTICS COTE D'IVOIRE",7260,1700,1750,1695,-3.14,2026-05-18
"SEMC","EVIOSYS PACKAGING SIEM COTE D'IVOIRE",2140,1500,1505,1500,-0.33,2026-05-18
"SGBC","SOCIETE GENERALE COTE D'IVOIRE",2084,35985,36000,36000,0.04,2026-05-18
"SHEC","VIVO ENERGY COTE D'IVOIRE",4339,1980,1970,1975,-0.25,2026-05-18
"SIBC","SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE",11053,7650,8060,7500,0,2026-05-18
"SICC","SICOR COTE D'IVOIRE",583,4305,4370,4380,1.74,2026-05-18
"SIVC","ERIUM COTE D’IVOIRE",1138,2850,2845,2845,-0.18,2026-05-18
"SLBC","SOLIBRA COTE D'IVOIRE",245,37900,37900,37900,0,2026-05-18
"SMBC","SMB COTE D'IVOIRE",1298,12600,12900,12800,-0.74,2026-05-18
"SNTS","SONATEL SENEGAL",14844,28900,28850,28800,-0.35,2026-05-18
"SOGC","SOGB COTE D'IVOIRE",5136,7485,7485,7390,-1.27,2026-05-18
"SPHC","SAPH COTE D'IVOIRE",1083,6985,6980,6890,-1.36,2026-05-18
"STAC","SETAO COTE D'IVOIRE",595,2660,2660,2680,0.75,2026-05-18
"STBC","SITAB COTE D'IVOIRE",986,21200,21100,21000,-0.94,2026-05-18
"TTLC","TOTALENERGIES MARKETING COTE D'IVOIRE",934,2855,2995,2905,-0.17,2026-05-18
"TTLS","TOTALENERGIES MARKETING SENEGAL",728,3005,3005,2990,-0.5,2026-05-18
"UNLC","UNILEVER COTE D'IVOIRE",37,56100,56100,56000,-6.59,2026-05-18
"UNXC","UNIWAX COTE D'IVOIRE",7326,1835,1850,1830,-0.27,2026-05-18
