"Ticker","Name","Volume","Prev_Close","Open","Close","Change_pct","Trade_Date"
"ABJC","SERVAIR ABIDJAN  COTE D'IVOIRE",1675,2855,2885,2860,0.18,2026-05-21
"BICB","BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN",1733,5195,5180,5225,0.58,2026-05-21
"BICC","BICI COTE D'IVOIRE",291,27000,27000,27000,0,2026-05-21
"BNBC","BERNABE COTE D'IVOIRE",669,1550,1550,1525,-1.61,2026-05-21
"BOAB","BANK OF AFRICA BENIN",5259,9405,9410,9420,0.16,2026-05-21
"BOABF","BANK OF AFRICA BURKINA FASO",4997,5415,5415,5415,0,2026-05-21
"BOAC","BANK OF AFRICA COTE D'IVOIRE",5467,8800,8850,8880,0.91,2026-05-21
"BOAM","BANK OF AFRICA MALI",2209,4900,4915,4940,0.82,2026-05-21
"BOAN","BANK OF AFRICA NIGER",11543,3700,3690,3700,0.27,2026-05-21
"BOAS","BANK OF AFRICA SENEGAL",3977,8050,8050,8000,-0.62,2026-05-21
"CABC","SICABLE COTE D'IVOIRE",218,3500,3405,3500,2.79,2026-05-21
"CBIBF","CORIS BANK INTERNATIONAL BURKINA FASO",604,20510,20500,20700,0.98,2026-05-21
"CFAC","CFAO MOTORS COTE D'IVOIRE",2089,1480,1480,1485,0.34,2026-05-21
"CIEC","CIE COTE D'IVOIRE",11638,3760,3650,3760,7.43,2026-05-21
"ECOC","ECOBANK COTE D'IVOIRE",3727,16305,16305,16300,0,2026-05-21
"ETIT","Ecobank Transnational Incorporated TOGO",813280,29,29,29,-3.33,2026-05-21
"FTSC","FILTISAC COTE D'IVOIRE",1090,2300,2300,2300,0,2026-05-21
"LNBB","LOTERIE NATIONALE DU BENIN",846,3900,3990,3860,-3.26,2026-05-21
"NEIC","NEI-CEDA COTE D'IVOIRE",3049,1940,1900,1935,1.84,2026-05-21
"NSBC","NSIA BANQUE COTE D'IVOIRE",3238,18900,17900,18965,5.95,2026-05-21
"NTLC","NESTLE COTE D'IVOIRE",1636,12345,11950,12490,5.4,2026-05-21
"ONTBF","ONATEL BURKINA FASO",823,2855,2860,2855,0,2026-05-21
"ORAC","ORANGE COTE D'IVOIRE",3511,15505,15650,15650,0.94,2026-05-21
"ORGT","ORAGROUP TOGO",3658,2585,2500,2590,3.6,2026-05-21
"PALC","PALM COTE D'IVOIRE",1690,7690,7690,7700,0.13,2026-05-21
"PRSC","TRACTAFRIC MOTORS COTE D'IVOIRE",597,3900,3700,3920,6.09,2026-05-21
"SAFC","SAFCA COTE D'IVOIRE",2415,3790,3800,3790,-0.26,2026-05-21
"SCRC","SUCRIVOIRE COTE D'IVOIRE",20424,2450,2340,2465,7.41,2026-05-21
"SDCC","SODE COTE D'IVOIRE",838,11200,11200,11100,-0.89,2026-05-21
"SDSC","AFRICA GLOBAL LOGISTICS COTE D'IVOIRE",60305,1690,1745,1690,2.42,2026-05-21
"SEMC","EVIOSYS PACKAGING SIEM COTE D'IVOIRE",2631,1480,1495,1495,1.01,2026-05-21
"SGBC","SOCIETE GENERALE COTE D'IVOIRE",4304,36200,36000,36200,0,2026-05-21
"SHEC","VIVO ENERGY COTE D'IVOIRE",4616,1900,1900,1900,-2.31,2026-05-21
"SIBC","SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE",2631,7810,7995,7845,0.64,2026-05-21
"SICC","SICOR COTE D'IVOIRE",54,4620,4620,4610,-0.22,2026-05-21
"SIVC","ERIUM COTE D’IVOIRE",2109,2860,2895,2855,-0.17,2026-05-21
"SLBC","SOLIBRA COTE D'IVOIRE",5027,37905,37945,37945,0.38,2026-05-21
"SMBC","SMB COTE D'IVOIRE",2466,12895,12200,12895,3.16,2026-05-21
"SNTS","SONATEL SENEGAL",8016,28850,28850,28900,0.17,2026-05-21
"SOGC","SOGB COTE D'IVOIRE",4945,7500,7675,7600,5.56,2026-05-21
"SPHC","SAPH COTE D'IVOIRE",1064,6850,6890,6895,0.66,2026-05-21
"STAC","SETAO COTE D'IVOIRE",3646,2840,2970,2840,-4.7,2026-05-21
"STBC","SITAB COTE D'IVOIRE",2128,21250,21000,21250,1.19,2026-05-21
"TTLC","TOTALENERGIES MARKETING COTE D'IVOIRE",4018,2900,2850,2880,-0.69,2026-05-21
"TTLS","TOTALENERGIES MARKETING SENEGAL",1104,3250,3050,3240,6.23,2026-05-21
"UNLC","UNILEVER COTE D'IVOIRE",6,60000,60000,59900,3.28,2026-05-21
"UNXC","UNIWAX COTE D'IVOIRE",12251,1795,1790,1760,0,2026-05-21
