"Ticker","Name","Volume","Prev_Close","Open","Close","Change_pct","Trade_Date"
"ABJC","SERVAIR ABIDJAN  COTE D'IVOIRE",167,3315,3420,3315,0.3,2026-04-20
"BICB","BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN",2873,5110,5115,5110,0,2026-04-20
"BICC","BICI COTE D'IVOIRE",649,25000,25100,25000,5.46,2026-04-20
"BNBC","BERNABE COTE D'IVOIRE",235,1560,1565,1560,3.65,2026-04-20
"BOAB","BANK OF AFRICA BENIN",6227,7985,7985,8000,0.19,2026-04-20
"BOABF","BANK OF AFRICA BURKINA FASO",8009,5630,5600,5645,0.27,2026-04-20
"BOAC","BANK OF AFRICA COTE D'IVOIRE",58194,8600,8600,8695,1.1,2026-04-20
"BOAM","BANK OF AFRICA MALI",4060,4750,4700,4700,0,2026-04-20
"BOAN","BANK OF AFRICA NIGER",27574,3305,3440,3305,3.28,2026-04-20
"BOAS","BANK OF AFRICA SENEGAL",7563,6795,6795,6750,-0.66,2026-04-20
"CABC","SICABLE COTE D'IVOIRE",928,3805,3805,3800,-0.13,2026-04-20
"CBIBF","CORIS BANK INTERNATIONAL BURKINA FASO",708,16805,16805,16800,-0.03,2026-04-20
"CFAC","CFAO MOTORS COTE D'IVOIRE",5813,1545,1545,1550,0.32,2026-04-20
"CIEC","CIE COTE D'IVOIRE",2117,3100,3140,3050,-1.61,2026-04-20
"ECOC","ECOBANK COTE D'IVOIRE",999,15800,15800,15810,-2.71,2026-04-20
"ETIT","Ecobank Transnational Incorporated TOGO",2798037,27,25,27,3.85,2026-04-20
"FTSC","FILTISAC COTE D'IVOIRE",1376,2190,2100,2195,-0.23,2026-04-20
"LNBB","LOTERIE NATIONALE DU BENIN",5042,3900,3850,3860,-1.78,2026-04-20
"NEIC","NEI-CEDA COTE D'IVOIRE",8680,1400,1375,1380,0.73,2026-04-20
"NSBC","NSIA BANQUE COTE D'IVOIRE",564,14050,14200,14100,0.36,2026-04-20
"NTLC","NESTLE COTE D'IVOIRE",53612,12495,11900,12480,4,2026-04-20
"ONTBF","ONATEL BURKINA FASO",1963,2720,2705,2720,0,2026-04-20
"ORAC","ORANGE COTE D'IVOIRE",165,15100,15100,14900,1.36,2026-04-20
"ORGT","ORAGROUP TOGO",5519,3200,3360,3205,-4.61,2026-04-20
"PALC","PALM COTE D'IVOIRE",645,8100,8100,8060,-0.49,2026-04-20
"PRSC","TRACTAFRIC MOTORS COTE D'IVOIRE",406,4900,4990,4900,0,2026-04-20
"SAFC","SAFCA COTE D'IVOIRE",9143,5800,5300,5830,7.47,2026-04-20
"SCRC","SUCRIVOIRE COTE D'IVOIRE",10806,2040,2050,2040,0,2026-04-20
"SDCC","SODE COTE D'IVOIRE",506,7300,7250,7200,0.84,2026-04-20
"SDSC","AFRICA GLOBAL LOGISTICS COTE D'IVOIRE",11135,1785,1780,1775,-0.56,2026-04-20
"SEMC","EVIOSYS PACKAGING SIEM COTE D'IVOIRE",3861,1745,1700,1745,7.38,2026-04-20
"SGBC","SOCIETE GENERALE COTE D'IVOIRE",26097,32800,35470,32800,-0.61,2026-04-20
"SHEC","VIVO ENERGY COTE D'IVOIRE",5347,1890,1890,1895,0.26,2026-04-20
"SIBC","SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE",5082,7020,7025,7015,-0.07,2026-04-20
"SICC","SICOR COTE D'IVOIRE",206,4045,4350,4220,0,2026-04-20
"SIVC","ERIUM COTE D’IVOIRE",4506,2695,2700,2695,-0.19,2026-04-20
"SLBC","SOLIBRA COTE D'IVOIRE",103,39190,39700,39190,-1.53,2026-04-20
"SMBC","SMB COTE D'IVOIRE",701,11535,11535,11535,0,2026-04-20
"SNTS","SONATEL SENEGAL",2611,28495,28500,28400,-0.33,2026-04-20
"SOGC","SOGB COTE D'IVOIRE",4754,7700,7870,7700,-2.16,2026-04-20
"SPHC","SAPH COTE D'IVOIRE",739,7300,7315,7395,1.3,2026-04-20
"STAC","SETAO COTE D'IVOIRE",5773,2755,2700,2760,0.18,2026-04-20
"STBC","SITAB COTE D'IVOIRE",687,20500,20800,20900,1.95,2026-04-20
"TTLC","TOTALENERGIES MARKETING COTE D'IVOIRE",1371,2700,2800,2750,-1.61,2026-04-20
"TTLS","TOTALENERGIES MARKETING SENEGAL",5889,3250,3280,3250,-0.91,2026-04-20
"UNLC","UNILEVER COTE D'IVOIRE",41,57500,61810,57500,0,2026-04-20
"UNXC","UNIWAX COTE D'IVOIRE",8755,1875,1855,1875,0,2026-04-20
